developer_id,total_commits,commits_last_90d,stars_received,pull_requests_merged,issues_closed,total_repos,language_entropy,language_count,framework_count,primary_language,languages_used,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,avg_repo_description_len,has_bio,has_company,has_location,has_blog,commit_trend_slope,activity_decay_lambda,account_age_days,years_active,consistency_score,tech_diversity,quality_volume_ratio,collab_index,recent_activity_ratio,developer_dna_score,developer_tier,profile_type
dev_936492,50,23,12,2,4,1,0.5,1,1,JavaScript,PHP,0.0393,0.0616,0.0489,10.85,0.7849,1.0,38.32,1,0,0,0,-0.2932,0.3208,1302,3.57,0.2503,0.125,0.1268,1.7712,5.1077,0.1536,0,standard
dev_158085,1328,523,388,75,15,7,1.871,5,3,R,"Go,Elixir,Rust,R,Kotlin",0.7796,0.6497,0.6973,57.93,0.1147,1.9473,70.41,0,1,0,1,3.2048,0.0115,2226,6.1,0.7076,0.9355,0.964,2.053,9.4345,0.6261,2,standard
dev_673339,19,9,22,4,29,26,0.8496,2,2,PHP,"Java,Ruby",0.9228,0.6944,0.6949,19.16,0.984,1.0,64.79,1,0,0,0,1.3867,0.3338,1186,3.25,0.9217,0.3398,2.4649,1.0583,3.6564,0.4131,1,hybrid_low_vol_high_qual
dev_301440,366,217,66,19,29,7,1.3159,2,2,PHP,"C,Ruby",0.2681,0.6124,0.704,63.31,0.4547,1.6227,9.0,0,0,0,0,1.3859,0.6127,1614,4.42,0.2713,0.5264,0.8935,1.7712,10.0,0.3623,1,standard
dev_845057,10058,5628,89,241,16,34,2.6378,5,4,R,"Kotlin,JavaScript,TypeScript,C++,Go",0.8642,0.9249,0.9796,56.71,0.009,2.7698,132.47,1,1,0,0,3.0756,-0.2059,2973,8.15,0.9395,1.5073,0.9908,1.5496,10.0,0.7511,2,standard
dev_976480,31,7,1,0,0,4,0.6293,2,2,R,"JavaScript,Swift",0.1151,0.2326,0.0447,17.15,0.4268,1.0,43.99,1,0,0,0,-2.7641,0.4252,1125,3.08,0.2494,0.2517,0.3954,0.0,1.9926,0.2102,0,standard
dev_640936,314,75,73,24,1,15,0.8583,1,0,C++,C,0.1548,0.4309,0.1396,23.52,0.8007,1.0,17.16,0,0,0,0,1.0488,-0.2087,781,2.14,0.5564,0.0,0.4454,1.15,1.9923,0.2565,0,standard
dev_856590,1239,705,862,0,18,18,1.4544,2,2,C,"JavaScript,Java",0.4939,0.4098,0.4839,53.01,0.2497,1.5918,1.75,1,0,1,0,1.7497,0.2868,1440,3.95,0.5298,0.5818,0.6331,0.9829,8.8709,0.4917,1,standard
dev_477439,116,25,4,3,5,19,1.5297,4,1,Elixir,"Go,TypeScript,Swift,C",0.5177,0.2506,0.5365,56.97,0.2757,1.5866,59.3,1,0,1,0,0.5268,0.4919,1202,3.29,0.1905,0.3824,0.8566,0.7217,2.5498,0.3471,1,standard
dev_742501,1865,563,924,255,388,39,2.804,6,5,Rust,"Scala,JavaScript,TypeScript,Python,Elixir,C++",0.9829,0.9986,0.9678,71.43,0.1017,3.2756,81.41,0,0,1,1,6.324,-0.1686,4123,11.3,0.8863,1.7525,1.2902,1.7416,10.0,0.7913,2,standard
dev_439074,67,28,35,0,8,1,0.7949,1,3,Rust,Swift,0.6425,0.3568,0.3261,22.45,0.3814,1.749,79.43,0,0,0,0,0.4921,0.1268,1852,5.07,0.1774,0.3975,1.0031,2.0,6.5107,0.3392,2,standard
dev_508354,24,3,16,6,7,8,1.0896,4,1,C++,"R,PHP,Swift,Java",0.7672,0.5694,0.957,46.63,0.6552,1.8589,55.01,1,1,1,0,-1.097,-0.2525,673,1.84,0.7952,0.2724,2.2447,1.1461,0.7053,0.4374,1,hybrid_low_vol_high_qual
dev_499382,2952,324,265,27,7,37,1.295,4,4,Elixir,"C++,Go,PHP,JavaScript",0.7886,0.5627,0.6704,63.2,0.1984,2.236,84.37,0,0,1,1,1.358,-0.1621,2093,5.74,0.786,0.74,0.8192,0.9705,2.4984,0.5333,2,standard
dev_970256,157,29,8,3,1,27,1.2014,1,1,JavaScript,R,0.1732,0.3654,0.5181,41.6,0.667,1.0,43.01,1,0,1,0,1.11,0.193,1177,3.23,0.4969,0.3003,0.6848,0.478,2.2027,0.3437,0,standard
dev_528217,1415,638,276,64,14,4,1.7882,3,2,Scala,"Kotlin,R,Rust",0.4809,0.3834,0.0401,58.15,0.1654,3.0566,31.17,0,0,1,0,0.9873,0.1895,1687,4.62,0.773,0.7153,0.421,2.4386,8.2297,0.457,1,hybrid_high_vol_low_qual
dev_565574,193,66,68,1,4,34,1.2415,4,0,Elixir,"Swift,Go,Ruby,Java",0.3953,0.2288,0.2568,34.2,0.1116,1.2641,47.13,0,0,0,1,1.3373,-0.012,1349,3.7,0.5115,0.0,0.5349,0.5,4.6974,0.3793,1,standard
dev_472015,314,103,85,13,1,20,1.4682,3,2,R,"Python,R,Ruby",0.4805,0.3363,0.6777,38.57,0.3355,2.245,55.71,1,1,1,0,-0.2773,0.1281,2034,5.57,0.505,0.5873,0.8236,0.8761,6.8283,0.4176,1,standard
dev_535749,69,15,15,7,3,18,1.1775,1,1,Swift,C++,0.0358,0.5925,0.0917,28.32,0.8939,1.9941,63.47,0,1,0,0,-0.2489,-0.1956,1283,3.52,0.7202,0.2944,0.633,0.8004,2.5405,0.3509,0,standard
dev_646850,4812,846,87,110,39,33,1.9692,7,5,Elixir,"JavaScript,Kotlin,Python,Java,TypeScript,Go,Ruby",0.7134,0.5463,0.9622,55.88,0.2081,1.9176,81.74,1,0,1,1,2.7002,-0.1563,2547,6.98,0.2101,1.2308,0.8407,1.4093,4.8805,0.6365,2,standard
dev_370441,489,175,10,10,3,31,0.4591,1,2,Ruby,Swift,0.1424,0.1216,0.01,52.06,0.8905,1.1112,31.74,1,0,0,0,2.1685,0.7331,1132,3.1,0.8077,0.1836,0.15,0.7548,4.3299,0.241,0,hybrid_high_vol_low_qual
dev_850987,299,116,22,4,13,11,1.1015,2,2,C,"Swift,JavaScript",0.7197,0.2057,0.7197,50.17,0.7043,1.0,0.0,0,0,0,1,-1.718,-0.1533,493,1.35,0.1298,0.4406,0.8858,1.1269,2.06,0.4205,0,standard
dev_223425,2002,1343,192,22,27,28,2.4364,5,3,C,"C,Go,TypeScript,PHP,Rust",0.8145,0.6608,0.3757,68.12,0.2272,2.0263,17.41,1,1,0,0,4.3278,-0.3299,2842,7.79,0.9282,1.2182,0.8067,1.1502,10.0,0.5929,2,standard
dev_655825,50626,13882,10194,106,9,20,2.0895,5,2,TypeScript,"Elixir,Go,Swift,Python,Java",0.7804,0.8166,0.7492,48.82,0.223,2.6311,95.66,1,1,1,0,1.5669,0.1018,2009,5.51,0.669,0.8358,0.7185,1.5379,6.0354,0.7142,2,standard
dev_888123,231,97,5,1,2,29,0.1977,1,1,Scala,PHP,0.5664,0.0211,0.0006,27.69,0.9674,1.0,16.55,1,0,0,0,-0.4679,0.0616,277,0.76,0.0195,0.0494,0.3218,0.4037,1.2582,0.2385,0,standard
dev_995385,503,28,5,3,2,14,1.2187,3,0,Rust,"JavaScript,Elixir,C++",0.5093,0.1883,0.2013,34.33,0.9008,1.2326,24.45,0,0,1,0,0.4685,-0.2463,1750,4.8,0.9852,0.0,0.4563,0.6462,1.0285,0.3082,0,standard
dev_541385,7346,841,703,51,45,10,1.5536,5,2,Java,"JavaScript,Scala,Ruby,C,C++",0.9178,0.6213,0.9203,37.87,0.4364,2.6067,121.87,1,1,1,1,-0.4373,0.0098,3125,8.56,0.7779,0.6214,0.8886,1.841,3.9028,0.6546,2,standard
dev_527848,117,22,49,6,18,20,1.323,1,3,Elixir,R,0.6245,0.4911,0.609,19.48,0.9312,1.7049,60.73,1,1,0,1,1.5471,-0.2482,1426,3.91,0.7543,0.6615,1.1631,1.0414,2.5923,0.4989,0,standard
dev_417493,601,89,1,17,8,8,0.9705,2,0,Go,"C++,Go",0.182,0.2994,0.1301,34.41,0.9766,1.0,16.61,1,0,0,0,-0.5249,-0.027,1164,3.19,0.3316,0.0,0.3283,1.415,1.8508,0.2577,0,standard
dev_503468,50,20,16,2,0,10,1.0507,3,0,R,"Rust,JavaScript,Ruby",0.1873,0.3359,0.2461,19.67,0.6426,1.0,21.73,0,0,1,0,-0.955,-0.1275,710,1.95,0.3003,0.0,0.6558,0.4421,2.6951,0.2491,0,standard
dev_737589,3299,1892,29,14,86,20,1.1847,5,2,Python,"Scala,Rust,C++,TypeScript,Elixir",0.7171,0.6207,0.7225,56.43,0.0291,2.1374,51.07,0,0,0,0,2.0875,-0.2521,1564,4.29,0.8708,0.4739,0.8293,1.4931,9.7812,0.5332,2,standard
dev_134460,2481,895,255,9,22,12,1.5291,3,4,Elixir,"Kotlin,Swift,PHP",0.5019,0.6675,0.6623,64.42,0.9286,2.6816,37.52,1,1,0,1,2.2741,0.0971,1928,5.28,0.6079,0.8738,0.7784,1.3132,7.5614,0.5739,1,standard
dev_184580,17733,4411,90,9,15,18,1.7221,6,4,Swift,"Scala,Elixir,Go,C,Rust,PHP",0.9855,0.864,0.9212,67.54,0.0708,1.757,127.98,0,0,1,1,5.384,-0.2613,2393,6.56,0.9444,0.984,0.9284,1.0745,6.5149,0.6129,2,standard
dev_627683,365,69,9,1,9,5,0.5603,1,1,Java,TypeScript,0.2371,0.0059,0.1187,45.9,0.8033,1.0,18.68,0,1,0,0,-0.5953,0.0086,182,0.5,0.6732,0.1401,0.1817,1.2323,0.376,0.2629,1,standard
dev_757379,5775,441,3829,200,17,36,1.8386,6,3,TypeScript,"JavaScript,C,Kotlin,Elixir,R,Python",0.9977,0.9096,0.9439,53.99,0.8694,2.9503,108.49,0,0,1,1,1.801,0.0748,2872,7.87,0.8805,0.9193,1.0801,1.4802,2.3906,0.6723,2,standard
dev_376811,804,400,71,3,5,7,0.3807,6,3,C++,"Java,TypeScript,R,C,Rust,Scala",0.5317,0.223,0.2454,55.93,0.3883,1.1381,4.4,0,1,1,0,-2.7295,-0.2066,1590,4.36,0.657,0.1904,0.4747,1.0,8.4871,0.3511,1,boundary_1_2
dev_962078,25,9,3,1,15,13,0.7228,3,0,Go,"Rust,Kotlin,Ruby",0.349,0.055,0.0142,26.8,0.9852,1.0,81.18,0,0,1,1,-0.4635,0.144,182,0.5,0.564,0.0,0.3901,1.0462,0.6667,0.2135,0,standard
dev_212172,178,87,3,1,7,4,1.0076,1,1,C++,Java,0.0244,0.0508,0.2715,33.35,0.9029,1.2038,30.63,1,0,0,1,-1.1966,-0.0913,1102,3.02,0.3748,0.2519,0.2063,1.2263,5.5278,0.2655,0,standard
dev_409109,188,15,6,9,2,3,1.1854,2,1,TypeScript,"Elixir,TypeScript",0.3798,0.3933,0.2856,18.63,0.8995,1.0,43.27,1,0,1,0,1.024,0.1776,1233,3.38,0.1889,0.2964,0.6682,1.544,1.006,0.3106,0,standard
dev_759070,110,16,1,4,0,3,0.652,3,1,Swift,"R,Scala,Go",0.1983,0.0024,0.0661,10.24,0.6081,1.1163,45.27,1,1,0,0,-4.0549,-0.2309,667,1.83,0.1937,0.163,0.167,1.0,0.9982,0.1931,0,standard
dev_138327,148,39,91,27,21,23,1.0085,2,0,Kotlin,"Kotlin,Elixir",0.4104,0.131,0.1792,59.84,0.9586,1.196,62.9,0,0,0,1,2.1954,0.4269,838,2.3,0.4112,0.0,0.4492,1.2091,2.2799,0.3296,0,standard
dev_580221,1302,183,20,10,5,36,1.5686,1,3,PHP,C,0.3724,0.4895,0.0534,53.73,0.3411,1.3663,39.58,0,0,1,0,3.8907,-0.0586,1114,3.05,0.5615,0.7843,0.4449,0.7622,1.7006,0.4277,1,standard
dev_317692,917,568,41,7,19,15,1.6936,3,3,Java,"Kotlin,R,C",0.6575,0.6,0.6599,60.0,0.5284,1.2738,69.32,1,0,1,0,2.162,-0.0416,1281,3.51,0.8195,0.8468,0.9177,1.1633,8.5645,0.5,2,standard
dev_176819,369,69,11,2,3,37,1.696,3,3,Python,"Java,Kotlin,C++",0.5859,0.7287,0.7257,32.82,0.8303,1.8694,80.84,0,0,1,0,1.0483,-0.2519,2153,5.9,0.6132,0.848,1.1391,0.4891,4.1477,0.5008,1,standard
dev_536810,2768,1024,1248,74,71,27,1.8888,5,4,Swift,"Java,Ruby,JavaScript,Swift,C",0.8286,0.6422,0.4272,52.69,0.1048,2.4967,74.83,1,0,1,1,3.6529,-0.185,2515,6.89,0.71,1.0793,0.7894,1.48,10.0,0.6828,0,standard
dev_312797,150,88,4,1,2,1,0.3956,3,0,Java,"Rust,C++,TypeScript",0.0026,0.3828,0.0129,24.57,0.9014,1.0,0.0,1,0,0,1,-1.2759,0.2025,1520,4.17,0.0155,0.0,0.3083,1.2619,8.7986,0.2527,0,inconsistent
dev_625218,4915,2599,2914,46,82,27,2.0296,6,4,R,"Java,Kotlin,C++,Swift,TypeScript,Go",0.929,0.8532,0.7555,70.4,0.3202,1.8264,90.58,1,0,1,1,3.5491,-0.067,2281,6.25,0.8973,1.1598,0.9844,1.4432,10.0,0.6637,2,standard
dev_588470,12445,6320,172,94,41,54,1.8134,6,4,TypeScript,"Python,Scala,PHP,Go,C,TypeScript",0.5575,0.9988,0.8896,63.08,0.1391,2.2485,107.64,1,0,1,0,4.6713,-0.2392,1958,5.37,0.7375,1.0362,0.8749,1.2204,10.0,0.6965,2,standard
dev_206589,1592,162,47,111,68,59,2.6787,5,2,Rust,"Java,Elixir,Rust,JavaScript,Ruby",0.9558,0.7497,0.7487,58.69,0.0096,2.9129,92.87,0,0,1,0,0.4687,0.278,2043,5.6,0.8836,1.0715,1.0855,1.2632,2.2471,0.5717,2,standard
dev_197329,262,42,1,2,10,8,0.6416,1,0,Elixir,Swift,0.1074,0.2583,0.688,5.0,0.942,1.0,54.18,0,0,0,1,-0.829,0.4995,182,0.5,0.6708,0.0,0.6028,1.1139,0.3182,0.2482,0,standard
dev_761513,855,445,112,36,181,27,2.2173,7,3,Ruby,"TypeScript,PHP,Swift,Kotlin,Java,R,C",0.8379,0.8189,0.949,60.57,0.2533,1.3244,51.51,1,0,1,0,2.6072,-0.5754,2509,6.88,0.6954,1.1087,1.2604,1.5991,10.0,0.6567,2,standard
dev_477789,3475,2156,353,4,131,15,2.3132,3,2,C,"Ruby,Java,Rust",0.5723,0.5352,0.8343,51.08,0.052,2.2111,105.62,0,0,0,0,3.5181,-0.0312,1628,4.46,0.9589,0.9253,0.7707,1.734,10.0,0.5192,1,standard
dev_366909,507,109,171,13,23,6,1.7609,5,2,Python,"Elixir,Python,C++,JavaScript,Kotlin",0.7321,0.7193,0.2569,37.57,0.1282,1.6932,51.49,0,0,0,1,3.2107,-0.1205,2818,7.72,0.3145,0.7044,0.9232,1.7365,6.2587,0.4736,2,standard
dev_689460,1209,50,62,24,43,49,2.2212,5,3,R,"Scala,Kotlin,Java,C,Ruby",0.5839,0.5744,0.8632,65.49,0.1634,2.6142,63.76,1,1,0,0,3.4645,-0.3658,3048,8.35,0.6548,1.1106,0.9223,1.0732,1.3444,0.5883,2,standard
dev_833395,366,105,4,9,3,14,0.9092,3,2,TypeScript,"Swift,Ruby,Rust",0.2409,0.3564,0.5371,36.39,0.5883,1.2864,51.01,0,1,0,0,1.2492,0.4059,2510,6.88,0.8971,0.3637,0.626,0.9251,7.3418,0.2885,1,standard
dev_866144,5944,1539,188,36,63,26,0.9821,4,3,C++,"Rust,Elixir,Kotlin,C++",0.4556,0.5628,0.8798,75.67,0.1998,1.6819,66.6,0,1,1,0,1.8151,-0.7512,1884,5.16,0.9364,0.4911,0.7119,1.382,5.3276,0.5717,2,standard
dev_719829,206,91,37,73,2,24,1.3495,1,2,PHP,Rust,0.398,0.2339,0.2587,53.44,0.7248,2.4915,10.74,1,1,0,0,1.2669,0.1253,2214,6.07,0.3421,0.5398,0.5348,1.3292,9.5924,0.3986,1,standard
dev_975976,13404,4199,26,68,69,60,2.339,6,4,Python,"Go,Ruby,PHP,Swift,Scala,TypeScript",0.4737,0.7098,0.3721,62.12,0.7634,2.6995,59.82,0,0,1,0,2.8167,-0.0075,1651,4.52,0.5468,1.3366,0.5598,1.1939,5.6618,0.5433,2,standard
dev_849853,62,39,8,1,0,13,0.5608,1,0,Rust,Kotlin,0.3045,0.1757,0.3838,45.45,0.5328,1.0667,0.0,0,1,0,0,-0.5874,0.1105,853,2.34,0.5514,0.0,0.6523,0.256,5.1107,0.2367,2,standard
dev_502882,1647,582,26,54,8,20,2.1733,5,3,Python,"JavaScript,Swift,C++,Ruby,Elixir",0.5805,0.8975,0.4752,52.38,0.2906,2.7559,64.36,1,0,0,0,0.4889,0.1911,1871,5.13,0.7854,1.0866,0.9001,1.3404,7.1583,0.5348,2,standard
dev_134239,79,30,16,2,7,5,0.5488,3,1,Kotlin,"Kotlin,PHP,JavaScript",0.0093,0.4517,0.2772,5.73,0.5104,1.1713,80.22,0,1,1,0,2.9574,0.1916,1180,3.23,0.8258,0.1372,0.5948,1.1833,4.2222,0.3043,1,standard
dev_458071,51,4,0,4,0,5,0.6671,4,1,Java,"PHP,Go,Elixir,Ruby",0.3118,0.5369,0.2058,29.15,0.4392,1.0,18.14,0,0,0,0,-0.4416,0.2049,182,0.5,0.0624,0.1668,0.9134,0.8271,0.1509,0.177,0,standard
dev_217013,5550,1201,49,13,8,25,1.6457,3,3,Java,"C++,Go,Swift",0.6338,0.4028,0.5909,70.78,0.4458,2.3778,12.68,0,1,0,0,3.5364,0.2512,1959,5.37,0.6321,0.8229,0.606,0.9379,4.6296,0.491,2,standard
dev_404476,292,28,13,5,4,8,1.1187,2,3,JavaScript,"Elixir,TypeScript",0.1338,0.2571,0.1372,40.62,0.2548,1.0674,26.78,0,1,0,1,2.9526,0.0259,1139,3.12,0.3882,0.5593,0.3185,1.0,1.1484,0.3817,0,standard
dev_802936,58,9,5,13,20,10,0.9504,1,1,Go,R,0.0415,0.1746,0.1582,31.45,0.7739,1.4597,69.42,1,0,0,1,1.4333,-0.1907,1813,4.97,0.2986,0.2376,0.3106,1.4191,2.2972,0.2857,1,standard
dev_154400,67,35,10,19,25,17,1.3692,3,1,Python,"Elixir,Rust,Scala",0.0677,0.5141,0.4553,28.4,0.5445,1.379,13.53,0,0,1,1,-3.7666,-0.3766,498,1.36,0.8341,0.3423,0.8393,1.2928,2.6363,0.4502,0,standard
dev_805521,241,82,26,8,7,11,0.6707,3,3,Elixir,"C++,Java,R",0.056,0.3032,0.4186,57.77,0.1451,1.39,33.99,1,0,1,0,-2.2495,0.1881,835,2.29,0.57,0.3354,0.4717,1.081,3.0017,0.3403,1,standard
dev_267564,2957,1335,654,20,32,95,2.4516,6,3,Kotlin,"Rust,PHP,JavaScript,Scala,Ruby,Elixir",0.9503,0.9726,0.912,62.84,0.0009,2.7828,123.14,1,1,1,0,1.5838,-0.0267,2094,5.74,0.7423,1.2258,1.1712,0.8679,10.0,0.7039,1,standard
dev_192589,20,6,1,0,6,8,1.084,3,0,R,"JavaScript,Ruby,Rust",0.0173,0.1444,0.053,39.73,0.9742,1.1715,25.96,1,0,1,0,-0.1806,-0.0896,321,0.88,0.4067,0.0,0.2507,0.8451,0.898,0.2169,0,standard
dev_709514,625,150,300,81,123,35,2.1173,4,3,R,"C,JavaScript,Go,Kotlin",0.8688,0.7333,0.7498,64.1,0.6335,2.4947,93.94,0,1,1,1,3.2935,-0.2714,2351,6.44,0.3767,1.0587,1.1911,1.4741,5.9401,0.6823,2,hybrid_low_vol_high_qual
dev_200663,121,35,4,5,1,6,0.8272,3,0,C,"Rust,Swift,Python",0.067,0.2895,0.1133,47.96,0.8933,1.1908,29.75,1,0,0,0,1.8687,0.1642,546,1.5,0.091,0.0,0.3464,0.9358,1.6493,0.2517,0,inconsistent
dev_878160,181,73,64,38,42,8,1.3327,4,3,C,"Python,JavaScript,C,Elixir",0.6356,0.5545,0.4011,39.37,0.5055,2.3939,57.73,0,0,0,1,4.8493,0.0065,573,1.57,0.9032,0.6663,1.0046,1.9085,2.4502,0.5025,0,standard
dev_528514,607,27,468,31,9,44,1.9235,9,3,C,"Python,Elixir,Java,R,Scala,Kotlin,TypeScript,Go,Swift",0.4265,0.7301,0.9478,64.75,0.038,2.0542,105.27,1,1,1,1,3.3833,-0.455,1344,3.68,0.4816,0.9618,1.0819,0.9699,0.6398,0.6847,2,standard
dev_930712,162,25,7,17,1,4,0.8458,1,0,C,Java,0.3263,0.0127,0.6512,38.92,0.677,1.3406,49.6,0,0,0,1,-1.7978,0.2616,1103,3.02,0.2342,0.0,0.5744,1.6433,1.7365,0.2519,0,standard
dev_251044,537,76,105,25,22,14,1.2757,3,2,PHP,"C++,TypeScript,Swift",0.412,0.6377,0.3164,39.78,0.894,2.3296,42.89,0,0,0,1,0.8131,0.0655,2119,5.81,0.0,0.5103,0.7414,1.3962,3.1507,0.4228,1,inconsistent
dev_358458,1327,826,33,13,16,15,1.6599,2,1,Swift,"C++,Elixir",0.6769,0.2249,0.7713,71.39,0.1544,1.5883,75.48,0,1,0,0,0.4989,-0.1473,2724,7.46,0.8552,0.415,0.7192,1.2005,10.0,0.4741,1,boundary_1_2
dev_614853,158,33,5,2,6,3,1.3299,1,2,C,C,0.669,0.4155,0.0948,20.44,0.8917,1.3538,56.03,1,0,1,0,-1.2073,0.337,1319,3.62,0.4419,0.532,0.7648,1.3652,2.767,0.2893,0,standard
dev_170686,24,13,6,15,0,7,0.1173,2,2,Elixir,"Kotlin,Python",0.541,0.2803,0.3356,22.51,0.9218,1.3315,56.14,0,1,1,1,1.6743,-0.0068,1340,3.67,0.4062,0.0469,1.1302,1.2619,4.9368,0.2766,0,standard
dev_367355,452,64,156,4,20,2,1.1489,3,3,Swift,"JavaScript,PHP,Java",0.4683,0.5455,0.6937,39.24,0.2225,1.3018,70.11,1,0,0,0,0.3307,-0.0883,1630,4.47,0.5839,0.5744,0.9118,2.3219,2.4334,0.4422,1,standard
dev_175525,256,33,3,2,0,13,0.7127,3,1,Ruby,"JavaScript,PHP,C",0.07,0.2697,0.0795,34.8,0.3543,1.7574,6.99,0,0,1,0,-3.4373,0.4137,450,1.23,0.5643,0.1782,0.2703,0.4057,0.6241,0.1895,0,standard
dev_180913,1836,773,374,7,16,20,1.7863,4,3,JavaScript,"Java,TypeScript,C++,Python",0.7454,0.6869,0.9925,40.03,0.4279,2.6672,46.17,1,1,1,1,4.6984,0.1686,2515,6.89,0.037,0.8932,1.0453,1.0281,10.0,0.68,2,inconsistent
dev_917770,6025,3664,108,16,86,23,1.371,6,2,PHP,"JavaScript,C,Go,PHP,Kotlin,Scala",0.8347,0.6797,0.9708,50.91,0.1646,2.37,51.5,1,0,0,1,2.387,0.0001,2820,7.73,0.7376,0.5484,0.9241,1.4399,10.0,0.5592,2,standard
dev_869562,156,16,2,12,13,1,0.2678,2,0,PHP,"R,C",0.0652,0.2045,0.0388,29.38,0.5344,1.1844,50.47,0,0,0,0,-1.8544,0.7613,182,0.5,0.2902,0.0,0.2192,2.9656,0.2025,0.149,0,standard
dev_487692,439,135,785,186,13,11,1.4434,5,4,Swift,"TypeScript,Kotlin,Ruby,Swift,Rust",0.7166,0.7168,0.9171,81.13,0.0925,2.4382,90.83,0,0,0,0,1.9728,-0.0182,2278,6.24,0.8741,0.8248,1.2556,2.0657,7.2661,0.5291,2,standard
dev_225492,49,25,3,2,1,1,1.1615,1,1,R,R,0.2884,0.5809,0.2895,25.51,0.2983,1.3554,87.87,0,0,1,0,2.163,0.2059,2309,6.33,0.8891,0.2904,1.0113,1.2619,8.516,0.333,0,standard
dev_321198,272,38,26,9,5,36,0.6678,4,2,Kotlin,"JavaScript,TypeScript,Python,Swift",0.3162,0.4359,0.6812,35.19,0.5425,1.5947,23.53,1,0,1,0,-0.4562,-0.115,182,0.5,0.3646,0.2671,0.8294,0.7445,0.2774,0.4282,1,standard
dev_704684,2881,1556,15,51,46,44,1.8624,6,1,Scala,"C,Go,C++,Scala,JavaScript,Python",0.1391,0.2975,0.4709,45.66,0.2729,1.9755,29.11,0,1,0,0,2.3336,0.0464,2425,6.64,0.634,0.4656,0.3744,1.1975,10.0,0.4562,1,standard
dev_310537,4894,2635,180,55,44,35,1.9929,4,3,Scala,"C++,Kotlin,Scala,JavaScript",0.843,0.686,0.9621,8.0,0.1271,3.0754,101.97,0,0,1,1,1.7425,-0.0002,2348,6.43,0.8427,0.9965,0.9492,1.2753,10.0,0.6664,2,standard
dev_335710,426,53,189,37,14,32,1.973,4,2,Swift,"Go,Rust,Java,Kotlin",0.907,0.5932,0.7121,58.73,0.0218,2.1118,71.1,1,1,1,0,4.3622,-0.3041,3131,8.58,0.7457,0.7892,1.1743,1.1205,3.9519,0.6212,2,standard
dev_469915,701,117,77,34,20,35,1.9248,6,2,Kotlin,"Ruby,C,TypeScript,Elixir,Java,C++",0.4757,0.7758,0.8412,45.13,0.0834,1.7983,81.21,0,1,1,1,2.723,-0.3718,1164,3.19,0.9296,0.7699,1.0601,1.1098,2.0915,0.5767,1,standard
dev_375382,1113,47,159,5,16,6,1.0053,4,1,Scala,"Kotlin,R,PHP,Go",0.5893,0.6782,0.2286,15.97,0.6168,1.0,22.09,0,0,1,0,-2.5535,-0.4439,1559,4.27,0.7759,0.2513,0.7261,1.4865,0.711,0.3444,2,standard
dev_471465,605,148,21,11,1,6,1.1549,4,2,TypeScript,"Ruby,Swift,Go,R",0.7583,0.2621,0.4693,27.86,0.6498,2.5058,35.18,1,0,0,0,1.1939,-0.1579,1549,4.24,0.4677,0.462,0.7271,1.2335,4.04,0.4063,1,standard
dev_539972,113,45,9,4,1,25,0.272,2,0,Elixir,"Rust,C",0.1585,0.534,0.1039,28.22,0.9214,1.0,9.07,0,0,0,0,-1.5467,0.2153,835,2.29,0.3925,0.0,0.6044,0.5436,3.3721,0.1935,0,hybrid_high_vol_low_qual
dev_730032,3731,967,287,16,26,15,2.2191,5,2,PHP,"Elixir,Scala,Go,Swift,C++",0.6504,0.7968,0.8403,75.35,0.7677,2.357,22.48,0,0,1,1,1.6097,0.0744,2019,5.53,0.6115,0.8876,0.92,1.3275,5.7013,0.5652,2,standard
dev_928696,58,5,9,3,8,8,0.578,1,1,Scala,C++,0.0419,0.1654,0.0802,31.26,0.8971,1.0358,1.9,0,0,1,0,-0.124,0.3367,240,0.66,0.646,0.1445,0.246,1.0792,0.2177,0.2441,0,standard
dev_809550,36,9,1,6,0,7,0.0656,1,1,Rust,Python,0.0021,0.2179,0.0065,28.34,0.8011,1.0,51.6,0,0,0,0,-0.0955,0.0642,746,2.04,0.5833,0.0164,0.2418,0.8856,1.6658,0.1402,0,standard
dev_928073,2978,188,134,27,34,3,1.6831,2,2,Rust,"Kotlin,Java",0.4438,0.772,0.9235,32.45,0.1928,2.4023,54.68,0,1,0,1,1.3399,0.1965,1471,4.03,0.968,0.6732,0.8877,2.5643,1.0122,0.4833,1,standard
dev_405122,2946,190,45,66,32,75,1.7599,7,4,C,"C,Rust,Go,Kotlin,Ruby,Python,C++",0.2672,0.1834,0.3474,65.36,0.4205,2.7229,80.97,1,1,1,1,1.6529,-0.4342,2427,6.65,0.7621,1.0056,0.3186,1.0579,1.7006,0.5551,2,hybrid_high_vol_low_qual
dev_160430,14069,1517,473,73,225,31,2.846,7,4,Scala,"Swift,PHP,JavaScript,Elixir,Java,Kotlin,Go",0.4631,0.2016,0.107,71.31,0.3296,2.389,87.07,1,0,1,1,3.6572,-0.445,3211,8.8,0.8703,1.6263,0.2608,1.6303,3.7853,0.6722,2,hybrid_high_vol_low_qual
dev_170711,574,153,612,75,54,42,2.357,4,5,Rust,"Python,PHP,Swift,Rust",0.9498,0.86,0.9486,51.09,0.292,3.2669,98.13,1,1,1,0,0.8886,-0.3317,2480,6.79,0.7628,1.4731,1.4153,1.2863,6.9172,0.764,1,standard
